weight,age,height,size
108.03,33,5.50,S
149.91,34,5.75,M
134.48,31,5.67,L
119.05,31,5.25,S
127.87,26,5.25,M
163.14,35,5.42,XXXL
163.14,29,5.58,XXXL
123.46,35,5.17,M
134.48,33,5.42,XL
136.69,63,5.25,XL
127.87,25,5.50,M
134.48,50,5.42,XL
127.87,23,5.25,M
134.48,38,5.58,L
149.91,19,5.67,XL
132.28,32,5.25,XL
138.89,48,5.50,XL
138.89,30,5.33,XL
136.69,28,4.92,M
127.87,32,5.67,XL
141.10,31,5.17,XL
123.46,30,5.42,S
169.76,28,5.33,XXXL
136.69,32,5.50,M
145.50,40,5.83,M
213.85,35,5.58,XXXL
134.48,23,5.33,S
152.12,38,5.33,XL
114.64,38,5.50,XXS
114.64,23,5.17,S
127.87,23,5.75,M
99.21,24,5.00,S
149.91,27,5.50,L
136.69,30,5.25,M
114.64,31,5.25,M
149.91,37,5.42,XL
123.46,31,5.25,M
123.46,28,5.58,XXS
123.46,32,5.67,M
123.46,31,5.25,S
134.48,45,5.50,XXXL
143.30,31,5.67,M
119.05,27,5.17,XXS
123.46,34,5.42,M
154.32,25,5.25,XXL
132.28,29,5.75,L
103.62,35,5.08,M
108.03,16,5.50,XXS
149.91,31,5.50,L
127.87,32,5.67,M
138.89,48,5.17,XXXL
149.91,35,5.67,L
163.14,36,5.33,XXXL
182.98,26,5.83,XXXL
119.05,40,5.42,M
138.89,31,5.50,XL
127.87,27,5.25,M
123.46,29,5.42,S
154.32,32,5.33,XL
154.32,30,5.58,XL
149.91,35,5.17,XXXL
119.05,41,5.33,S
158.73,49,5.83,XL
158.73,46,5.50,XXXL
116.84,41,5.08,XXS
127.87,38,5.33,L
136.69,32,5.67,M
123.46,38,5.33,S
218.26,51,5.33,XXXL
123.46,34,5.33,XXS
121.25,36,5.33,M
143.30,31,5.58,L
123.46,24,5.50,S
125.66,28,5.50,M
143.30,33,5.83,XXXL
119.05,34,5.25,M
112.44,32,5.08,S
127.87,35,5.58,S
218.26,42,5.83,XXXL
178.57,34,5.58,XXXL
123.46,47,5.42,S
105.82,26,5.33,S
127.87,30,5.67,M
149.91,38,5.50,XXXL
141.10,28,5.75,L
143.30,31,5.33,XL
149.91,30,5.83,L
138.89,30,5.50,L
134.48,36,5.67,L
158.73,41,5.25,XXXL
158.73,39,5.67,XL
229.28,44,5.25,XXXL
123.46,24,5.42,M
134.48,30,5.83,M
262.35,40,5.25,XXXL
149.91,58,5.25,XXXL
114.64,33,5.33,M
149.91,34,5.25,XXXL
136.69,48,5.58,XL
169.76,27,5.83,XXXL
123.46,35,5.17,XL
136.69,35,5.67,M
154.32,30,5.42,XXXL
119.05,33,5.58,M
138.89,32,5.33,XL
149.91,32,5.75,L
143.30,24,5.33,M
108.03,31,5.25,S
99.21,25,5.25,XXS
130.07,28,5.67,M
154.32,30,5.67,XL
119.05,25,5.17,XXS
125.66,27,5.50,M
119.05,29,5.17,S
149.91,33,5.50,XL
138.89,30,5.33,XL
108.03,30,5.67,XXS
154.32,31,5.75,XXXL
108.03,91,5.25,S
163.14,31,5.92,XXXL
119.05,28,5.67,M
143.30,27,5.67,XXXL
121.25,26,5.58,M
143.30,27,5.75,XL
110.23,27,5.58,XXS
127.87,31,5.33,M
130.07,33,5.58,S
125.66,45,5.67,M
114.64,26,5.33,S
134.48,42,5.50,L
127.87,33,5.50,L
143.30,52,5.42,XXXL
158.73,31,5.42,XL
114.64,37,5.33,S
138.89,26,5.42,XL
119.05,38,5.42,M
123.46,30,5.42,S
143.30,30,5.25,M
127.87,32,5.92,S
149.91,48,5.92,L
149.91,31,5.83,XL
127.87,22,5.00,M
152.12,30,5.50,XL
143.30,28,6.17,L
103.62,29,5.17,XXS
158.73,37,5.25,XXXL
127.87,55,5.25,XL
169.76,35,5.42,XXXL
143.30,25,5.75,XL
132.28,30,5.25,XL
138.89,29,5.42,M
136.69,31,5.25,XL
114.64,52,5.17,S
127.87,38,5.83,S
174.16,32,5.83,XXXL
143.30,25,5.33,L
147.71,34,5.58,XL
134.48,54,5.75,S
127.87,33,5.75,S
145.50,34,5.33,L
110.23,27,5.25,M
174.16,30,5.58,XXXL
134.48,27,5.42,L
119.05,34,5.42,M
123.46,27,5.58,M
154.32,51,5.42,XL
143.30,32,5.25,XL
182.98,40,5.92,XXXL
127.87,33,5.17,L
134.48,27,5.50,M
158.73,29,5.50,XXXL
134.48,22,5.67,S
143.30,29,5.92,M
143.30,37,5.42,M
138.89,39,5.33,XL
103.62,29,5.08,S
143.30,32,5.50,XL
149.91,32,5.33,XXXL
127.87,27,5.17,M
123.46,29,5.50,M
149.91,53,5.75,XL
114.64,27,5.33,XXS
134.48,39,5.67,L
167.55,43,5.75,XXXL
114.64,36,5.08,S
189.60,43,5.58,XXXL
114.64,39,5.50,S
119.05,31,5.33,S
112.44,45,5.25,S
119.05,44,5.33,M
127.87,24,5.33,M
119.05,47,5.17,S
141.10,30,5.25,L
141.10,51,5.67,XL
125.66,21,5.50,XL
123.46,36,5.58,S
160.94,33,5.50,XXXL
198.42,40,5.58,XXXL
134.48,31,5.25,XL
141.10,37,5.50,L
158.73,58,5.58,XXXL
138.89,50,5.67,XL
149.91,61,5.42,XXXL
119.05,30,5.42,M
119.05,22,5.17,L
127.87,31,5.50,L
138.89,39,5.58,L
123.46,63,5.42,M
178.57,21,5.67,XXXL
119.05,32,5.42,S
138.89,27,5.33,XXXL
143.30,34,5.58,L
114.64,42,5.42,L
189.60,37,5.75,XXXL
158.73,51,5.50,XXXL
116.84,31,5.33,S
108.03,29,5.17,S
163.14,29,5.58,XXXL
127.87,22,5.50,L
158.73,35,5.50,XXXL
154.32,30,5.42,XL
158.73,32,5.83,XL
149.91,29,5.42,XL
136.69,29,5.17,M
182.98,28,6.00,XL
121.25,35,5.25,M
114.64,43,5.08,S
194.01,34,5.50,XXXL
167.55,29,5.83,XXXL
178.57,28,4.92,XXXL
123.46,44,5.42,S
209.44,38,5.50,XXXL
127.87,36,5.33,M
149.91,45,5.42,XXXL
145.50,30,5.42,XL
143.30,25,5.92,M
127.87,29,5.33,L
149.91,33,5.33,XL
110.23,27,5.25,M
158.73,32,5.75,XXXL
123.46,30,5.50,S
119.05,34,5.42,M
108.03,31,5.33,S
132.28,34,5.67,L
123.46,31,4.83,S
123.46,46,5.92,M
119.05,28,5.25,XXS
154.32,40,5.67,XXXL
143.30,29,5.42,L
143.30,31,5.25,XL
114.64,30,5.08,M
147.71,35,5.67,XL
134.48,24,5.50,M
112.44,33,5.25,S
116.84,51,5.67,M
154.32,30,5.67,XXXL
94.80,19,5.17,L
127.87,35,5.58,S
123.46,30,5.42,XL
136.69,30,5.50,M
138.89,33,5.42,M
145.50,41,5.67,M
127.87,28,5.50,S
163.14,29,5.42,XXXL
123.46,31,5.42,M
114.64,32,5.42,S
127.87,32,5.75,L
101.41,24,5.25,S
127.87,33,5.50,M
143.30,26,5.33,XL
119.05,29,5.33,M
158.73,24,6.00,XXXL
138.89,22,5.92,XXXL
123.46,30,5.25,M
103.62,30,5.50,XXS
112.44,28,5.50,S
134.48,38,5.33,M
123.46,28,5.50,S
127.87,34,5.33,L
138.89,32,5.50,M
138.89,29,5.25,XXXL
127.87,33,5.67,S
136.69,24,5.33,L
134.48,38,5.42,L
134.48,31,5.25,XL
143.30,19,5.75,M
134.48,29,5.25,L
123.46,38,5.33,S
143.30,33,5.83,XL
141.10,35,5.33,M
123.46,31,5.25,M
134.48,37,5.17,L
127.87,30,5.25,M
134.48,38,5.50,M
134.48,54,5.92,XL
94.80,29,0.00,XXS
138.89,37,5.50,M
141.10,35,5.25,XL
134.48,54,5.58,XL
127.87,35,5.33,M
127.87,54,5.33,L
103.62,29,5.58,S
134.48,37,5.58,S
125.66,33,4.92,M
127.87,29,5.67,M
110.23,29,5.00,XXS
116.84,46,5.17,S
103.62,28,4.92,M
154.32,59,5.58,XXXL
178.57,30,5.42,XXXL
121.25,35,5.50,S
143.30,36,5.67,M
138.89,28,5.50,XL
158.73,27,5.58,XL
138.89,28,5.33,XL
149.91,23,5.50,XXXL
143.30,25,5.67,XL
114.64,30,5.42,XXS
138.89,31,5.42,L
119.05,30,5.33,S
158.73,49,5.58,XXXL
154.32,33,5.58,XL
127.87,32,5.42,S
138.89,32,5.42,L
134.48,31,5.50,XXXL
123.46,24,5.42,L
119.05,28,5.33,XXS
101.41,27,5.33,XXS
119.05,34,5.42,S
125.66,30,5.58,M
127.87,27,5.50,XL
158.73,34,5.67,XL
163.14,35,5.75,XXXL
127.87,30,5.67,M
136.69,42,5.58,XL
134.48,34,5.42,M
134.48,33,5.42,L
136.69,26,5.67,M
134.48,32,5.58,M
138.89,34,5.25,L
138.89,32,5.42,M
116.84,19,5.58,S
130.07,43,5.33,XL
114.64,47,5.17,S
123.46,34,5.42,S
123.46,30,5.50,S
158.73,55,5.25,XXXL
119.05,38,5.25,S
123.46,68,5.33,M
174.16,30,5.50,XXXL
136.69,38,5.67,M
147.71,34,5.83,L
182.98,36,5.33,XXXL
138.89,30,5.58,L
143.30,35,5.25,XL
138.89,29,5.67,M
182.98,30,5.83,XXXL
99.21,28,5.00,XXS
108.03,31,5.17,S
134.48,31,5.58,L
105.82,38,5.25,S
108.03,26,5.17,XXS
138.89,31,5.83,S
149.91,37,5.83,XXXL
119.05,44,5.67,S
105.82,57,5.17,XXS
134.48,32,5.58,XL
103.62,30,5.17,XXS
119.05,40,5.50,M
134.48,28,5.75,L
149.91,19,5.33,XXXL
127.87,47,5.83,M
127.87,32,5.33,L
99.21,21,5.17,S
127.87,40,5.50,M
114.64,54,5.25,M
143.30,28,5.50,L
108.03,40,5.17,S
134.48,34,5.25,M
119.05,38,5.67,S
158.73,46,5.75,XXXL
114.64,36,5.25,XXS
143.30,29,5.75,L
182.98,35,5.58,XXXL
134.48,30,5.25,XL
134.48,25,5.00,L
178.57,31,5.17,XXXL
138.89,37,5.25,XXXL
110.23,26,5.25,M
119.05,40,5.42,XXS
136.69,39,5.33,M
121.25,37,5.17,M
127.87,28,5.00,M
114.64,42,5.25,XXS
119.05,29,5.33,M
114.64,31,5.50,XXS
134.48,32,5.17,L
163.14,32,5.83,XL
158.73,36,5.75,XXXL
112.44,46,5.25,S
99.21,28,5.08,XXS
174.16,36,5.50,XXXL
123.46,,5.42,XL
123.46,41,5.33,M
119.05,21,5.83,S
136.69,27,5.25,L
116.84,34,5.00,M
123.46,52,5.50,M
134.48,33,5.58,L
136.69,31,5.58,M
143.30,47,5.50,XXXL
127.87,32,5.50,M
130.07,36,5.67,S
138.89,34,5.50,XL
119.05,39,5.25,M
154.32,35,5.50,XXXL
141.10,33,5.75,M
97.00,36,5.17,XXS
119.05,33,5.50,M
108.03,29,5.08,XXS
143.30,35,5.17,XXXL
114.64,42,5.33,S
125.66,35,5.33,M
136.69,52,5.58,M
123.46,31,5.25,XXXL
103.62,36,5.58,S
116.84,48,5.17,M
114.64,31,5.17,XXS
123.46,30,5.08,M
110.23,52,5.33,M
99.21,32,5.17,XXS
156.53,33,5.17,XXXL
143.30,25,5.50,M
134.48,31,5.83,S
127.87,28,5.42,M
127.87,45,5.42,M
112.44,42,5.25,S
119.05,25,5.50,S
125.66,25,5.25,S
138.89,30,5.75,L
143.30,33,5.58,XL
123.46,31,5.17,M
138.89,38,5.17,XXXL
213.85,29,5.25,XXXL
119.05,30,5.00,M
119.05,25,5.58,M
108.03,30,5.25,XXS
158.73,37,5.58,XXXL
134.48,42,5.75,L
138.89,37,5.33,M
114.64,42,5.33,S
145.50,37,5.17,L
147.71,41,5.33,XL
108.03,30,5.67,S
154.32,36,5.42,L
138.89,36,4.83,L
127.87,45,5.50,S
134.48,31,5.17,M
123.46,36,5.33,L
143.30,33,5.83,XL
134.48,29,5.33,M
121.25,27,5.17,XXS
123.46,32,5.50,S
132.28,33,5.42,XL
130.07,29,5.33,L
154.32,27,5.67,XXXL
134.48,48,5.42,XL
158.73,27,5.42,XXXL
134.48,29,5.50,M
169.76,40,5.25,XXXL
112.44,34,5.33,M
145.50,32,5.67,L
103.62,47,4.92,S
108.03,24,5.50,XXS
136.69,40,5.92,M
132.28,31,5.33,M
134.48,59,5.25,S
145.50,27,5.25,M
130.07,36,5.17,L
141.10,40,5.42,L
169.76,34,5.58,XXXL
147.71,37,5.75,XL
147.71,57,5.25,XXXL
132.28,30,5.67,M
114.64,51,5.58,S
123.46,29,5.42,S
127.87,36,5.25,S
127.87,24,5.58,M
123.46,33,5.50,S
127.87,37,5.00,M
101.41,60,5.08,XXS
123.46,29,5.50,M
138.89,27,5.50,L
134.48,48,5.67,L
116.84,27,5.33,S
147.71,34,5.75,L
116.84,28,5.33,XXS
127.87,28,5.50,L
143.30,43,5.67,M
127.87,38,5.42,XL
116.84,31,5.33,XXS
127.87,26,5.58,L
163.14,36,5.83,XXXL
189.60,28,5.42,XXXL
167.55,38,5.33,XXXL
163.14,55,5.58,XXXL
158.73,38,5.67,L
127.87,28,5.42,M
94.80,32,5.00,XXS
114.64,35,5.33,S
149.91,23,5.58,L
174.16,17,5.50,XXXL
149.91,35,5.33,S
125.66,32,5.08,S
136.69,46,5.33,L
127.87,40,5.42,M
119.05,40,5.33,M
198.42,29,5.75,XXXL
138.89,34,5.58,M
103.62,37,5.17,XXS
154.32,28,5.75,L
138.89,51,5.33,L
108.03,34,5.25,XXS
134.48,46,5.42,M
134.48,54,5.50,M
103.62,29,5.08,XXS
103.62,31,5.42,XXS
169.76,30,5.83,XXXL
121.25,38,5.50,S
143.30,29,5.58,M
127.87,27,5.42,M
127.87,31,5.42,L
169.76,28,5.58,XL
169.76,27,5.58,XXXL
123.46,28,5.17,L
114.64,29,5.08,M
143.30,51,5.50,XXXL
119.05,27,5.50,S
158.73,26,6.00,M
178.57,30,5.67,XXXL
123.46,32,5.33,XL
143.30,41,5.00,XL
119.05,29,5.33,S
143.30,26,5.67,M
138.89,26,5.33,M
178.57,40,5.75,XXXL
112.44,27,5.50,XXS
182.98,37,5.58,XXXL
138.89,37,5.50,M
123.46,37,5.42,M
149.91,28,5.67,L
138.89,28,5.75,L
198.42,30,5.33,XXXL
116.84,45,5.25,S
125.66,38,5.33,M
119.05,32,5.50,S
125.66,61,5.50,M
163.14,34,5.33,XXXL
143.30,30,5.50,L
99.21,27,5.00,XXS
158.73,48,5.58,XXXL
127.87,35,5.25,M
103.62,34,5.08,S
127.87,28,5.67,M
134.48,35,5.17,L
108.03,43,5.67,XXS
149.91,31,5.58,XL
163.14,35,5.50,XXXL
143.30,32,5.42,L
134.48,37,5.25,L
143.30,37,5.42,L
143.30,33,5.50,L
114.64,27,5.42,S
123.46,20,5.42,XL
123.46,31,5.17,L
119.05,62,5.17,L
158.73,32,5.33,XXXL
119.05,37,5.33,S
149.91,26,5.42,L
134.48,34,6.00,L
119.05,52,5.00,M
158.73,37,5.17,XXXL
187.39,26,5.50,XXXL
178.57,55,5.17,XXXL
127.87,29,5.50,M
94.80,26,5.08,XXS
189.60,35,5.33,XXXL
119.05,34,5.50,M
108.03,32,5.17,S
158.73,31,5.67,XXXL
174.16,45,5.25,XXXL
163.14,37,5.83,XXXL
154.32,38,5.33,XXXL
178.57,38,5.42,XXXL
127.87,31,5.58,M
127.87,40,5.50,L
174.16,33,5.08,XXXL
158.73,28,5.83,XL
163.14,52,5.58,XXXL
108.03,31,5.33,XXS
108.03,30,5.50,XXS
125.66,55,5.75,M
123.46,64,5.58,XL
127.87,31,5.58,M
127.87,30,5.58,M
108.03,30,5.33,S
198.42,39,5.50,XXXL
143.30,27,5.33,XL
125.66,54,5.67,L
116.84,41,5.17,M
127.87,29,5.08,M
125.66,64,5.25,XL
127.87,38,5.42,M
134.48,27,5.50,M
138.89,23,5.75,M
158.73,32,5.33,XXXL
108.03,29,5.33,S
136.69,49,5.25,XXXL
154.32,32,5.50,XXXL
134.48,32,5.67,M
143.30,35,5.33,XL
116.84,29,5.17,XXS
127.87,50,5.58,M
189.60,22,5.50,XXXL
149.91,26,5.58,L
123.46,50,5.08,M
123.46,30,5.33,XXS
149.91,41,5.42,XXXL
165.35,49,5.33,XXXL
134.48,27,5.42,M
138.89,39,5.42,L
116.84,50,5.42,S
108.03,34,5.25,S
114.64,31,5.25,XL
125.66,30,5.33,S
163.14,22,5.92,XL
123.46,40,5.25,L
123.46,30,5.58,L
103.62,36,5.17,XXS
134.48,33,5.25,XL
154.32,28,5.83,XL
174.16,43,5.67,XXXL
194.01,46,5.50,XXXL
123.46,29,5.17,M
169.76,32,5.33,XXXL
180.78,36,5.42,XXXL
119.05,31,5.25,S
158.73,31,5.50,XL
178.57,40,5.42,XXXL
90.39,21,4.92,S
116.84,38,5.33,S
123.46,28,5.17,S
116.84,31,5.08,M
134.48,28,5.42,S
134.48,27,5.67,S
182.98,63,5.75,XXXL
134.48,29,5.67,XL
169.76,38,5.83,XXXL
154.32,54,5.33,XXXL
163.14,39,5.58,XXXL
127.87,35,5.00,L
149.91,41,5.42,L
163.14,40,5.50,XXXL
136.69,31,5.42,L
123.46,34,5.50,M
108.03,57,5.42,S
143.30,27,0.00,XL
138.89,27,5.50,M
154.32,28,5.33,L
125.66,37,5.58,S
154.32,28,5.92,XL
112.44,28,5.50,S
119.05,30,5.17,XXS
127.87,31,5.83,S
116.84,30,5.33,M
127.87,38,5.33,M
130.07,29,5.50,S
127.87,29,5.42,M
143.30,32,5.83,M
134.48,20,5.75,S
123.46,44,5.58,M
114.64,30,5.42,S
134.48,48,5.33,XXXL
136.69,29,5.83,M
105.82,32,5.17,S
149.91,33,5.58,XL
127.87,30,5.33,M
138.89,31,5.50,M
154.32,39,5.58,XL
108.03,48,5.50,S
138.89,33,5.92,M
127.87,33,5.75,M
189.60,31,5.42,XXXL
114.64,48,5.25,XXS
138.89,32,5.58,M
138.89,42,5.08,L
149.91,26,5.58,XL
138.89,38,5.67,XL
134.48,57,6.00,M
138.89,31,5.50,S
112.44,32,5.50,S
138.89,46,5.42,XXXL
134.48,32,5.75,XL
213.85,31,5.25,XXXL
178.57,30,5.83,XXXL
138.89,45,5.25,XXXL
114.64,38,5.42,M
119.05,26,5.25,M
138.89,27,5.50,M
189.60,26,5.58,XXXL
182.98,35,5.67,XXXL
136.69,34,5.50,M
163.14,48,5.92,XXXL
105.82,34,5.50,XXS
138.89,39,5.50,M
127.87,31,5.33,L
123.46,34,5.42,S
143.30,34,5.67,M
138.89,34,5.58,XXXL
138.89,33,5.83,S
154.32,52,5.67,XXXL
119.05,42,5.50,S
99.21,29,5.33,S
121.25,40,5.42,M
178.57,33,5.08,XXXL
116.84,41,5.50,M
134.48,30,5.33,XL
138.89,29,5.75,XL
127.87,31,5.25,L
121.25,21,5.58,S
116.84,29,5.33,S
119.05,32,5.33,S
108.03,34,5.25,XXS
149.91,27,5.50,XL
138.89,36,5.42,XL
143.30,33,5.50,XL
141.10,37,5.58,XL
178.57,34,5.58,XXXL
138.89,33,5.58,L
136.69,37,5.50,L
134.48,33,5.33,L
138.89,33,5.33,XL
134.48,29,5.42,M
154.32,30,5.58,L
123.46,33,5.75,S
119.05,36,5.67,M
121.25,37,5.33,M
121.25,30,5.50,S
134.48,26,5.50,M
134.48,35,5.67,XL
138.89,39,5.25,L
127.87,27,5.42,M
149.91,36,5.42,XL
99.21,31,5.00,XXS
123.46,35,5.58,M
143.30,19,5.25,M
149.91,25,5.67,L
156.53,37,5.42,XXXL
108.03,24,5.50,M
136.69,31,5.42,L
123.46,31,5.33,S
127.87,25,5.50,L
138.89,29,5.50,L
127.87,49,5.25,L
108.03,46,5.08,S
123.46,27,5.42,M
138.89,41,5.25,M
143.30,35,5.50,XL
189.60,48,5.75,XXXL
127.87,26,5.42,L
154.32,45,5.25,XXXL
169.76,30,5.42,XXXL
138.89,27,5.58,L
119.05,20,5.33,M
114.64,55,5.25,L
154.32,40,5.58,XXXL
123.46,29,5.17,M
105.82,26,5.17,XXS
127.87,61,5.50,XL
114.64,28,5.42,S
103.62,36,5.17,XXS
123.46,32,5.58,M
114.64,35,5.42,XXS
127.87,35,5.25,M
158.73,52,5.75,XXXL
158.73,38,5.67,XXXL
154.32,36,5.42,XL
194.01,42,5.67,XXXL
163.14,26,5.50,XXXL
158.73,39,5.83,XXXL
143.30,41,5.42,XL
127.87,23,5.17,XL
136.69,49,5.58,L
138.89,41,5.08,L
123.46,32,5.50,L
110.23,32,5.08,M
149.91,30,5.75,XL
127.87,54,5.33,L
134.48,38,5.67,L
127.87,18,5.25,M
127.87,36,5.42,L
143.30,29,5.58,XL
105.82,37,5.00,S
136.69,37,5.33,M
158.73,33,5.42,XXXL
123.46,30,5.08,S
147.71,57,5.58,XXXL
141.10,,5.17,XL
127.87,34,5.08,L
165.35,36,5.25,XXXL
134.48,37,5.25,L
127.87,34,5.25,M
138.89,30,5.50,L
149.91,36,6.08,XL
127.87,27,5.33,L
134.48,35,5.42,XXXL
143.30,55,5.25,XL
147.71,44,5.25,XL
114.64,26,5.33,S
138.89,27,5.58,M
130.07,34,5.58,L
134.48,28,0.00,M
112.44,48,5.25,S
127.87,34,5.75,M
138.89,33,5.75,L
149.91,32,5.83,XL
130.07,27,5.58,XXXL
112.44,39,5.67,XXS
127.87,27,5.58,L
123.46,28,5.33,M
108.03,33,5.00,M
127.87,34,5.50,L
123.46,57,5.42,L
116.84,34,5.33,M
149.91,31,5.50,L
165.35,35,5.33,L
123.46,31,5.25,M
156.53,39,5.75,XXXL
160.94,31,5.83,L
127.87,29,5.75,M
149.91,47,5.50,XL
119.05,45,5.25,S
127.87,34,5.50,XL
171.96,35,5.25,XXXL
134.48,28,5.58,M
143.30,42,5.25,XXXL
105.82,24,5.17,S
116.84,34,5.50,XXS
154.32,44,5.83,XXXL
127.87,27,5.33,M
110.23,32,5.67,XXS
119.05,22,5.42,S
171.96,33,5.67,XXXL
123.46,22,5.67,M
149.91,34,5.58,L
123.46,41,5.33,S
127.87,23,5.17,XXS
119.05,30,5.67,S
108.03,57,5.42,S
143.30,30,5.17,XL
123.46,28,5.42,S
132.28,31,5.50,M
149.91,34,5.67,M
134.48,43,5.50,XL
119.05,38,5.17,L
163.14,30,5.50,XL
143.30,37,5.67,XL
145.50,45,5.33,XXXL
149.91,28,5.50,XL
103.62,31,5.33,XXS
134.48,40,5.83,M
123.46,23,5.17,S
119.05,35,5.17,S
127.87,29,5.33,M
163.14,34,5.75,XXXL
116.84,35,5.50,XXS
123.46,37,5.42,S
116.84,25,5.58,S
127.87,27,5.83,S
123.46,31,5.50,XXS
121.25,29,5.17,M
127.87,32,5.25,L
119.05,43,5.42,M
127.87,26,5.58,M
134.48,27,5.92,S
138.89,39,5.33,XL
154.32,28,5.75,XXXL
138.89,34,5.58,M
154.32,33,5.50,XXXL
119.05,27,5.00,S
136.69,40,5.58,L
149.91,30,5.33,XL
158.73,33,5.25,XL
154.32,44,5.75,XL
163.14,23,5.17,XXXL
114.64,33,5.25,S
127.87,35,5.67,M
108.03,28,5.42,XXS
136.69,38,5.17,XXXL
119.05,37,5.33,S
127.87,27,5.42,M
134.48,30,5.42,M
125.66,27,5.58,S
169.76,45,5.50,XXXL
149.91,26,5.83,M
149.91,21,5.67,XL
134.48,39,5.58,M
149.91,27,5.83,M
138.89,18,5.25,L
158.73,31,5.58,XXXL
134.48,45,5.33,XL
108.03,4,5.42,M
136.69,33,5.25,L
119.05,27,5.33,S
143.30,34,5.58,S
103.62,35,5.00,S
138.89,56,5.42,L
149.91,24,5.50,XL
154.32,33,5.42,XXXL
127.87,27,5.08,M
134.48,34,5.75,M
121.25,28,5.58,S
136.69,37,5.75,XXXL
182.98,27,5.75,XL
123.46,26,5.50,S
123.46,36,5.25,M
127.87,31,5.50,M
130.07,34,5.50,L
165.35,38,5.17,XL
114.64,35,5.25,S
163.14,22,5.92,XL
119.05,29,5.33,S
114.64,31,5.42,S
114.64,32,5.17,S
127.87,33,5.58,XXXL
127.87,23,5.33,M
143.30,31,5.50,L
114.64,46,5.25,M
134.48,29,5.50,M
138.89,37,5.08,M
138.89,41,5.42,XL
121.25,48,5.42,M
114.64,29,5.33,M
134.48,23,5.50,M
138.89,31,5.42,L
119.05,32,5.17,S
119.05,21,5.33,M
143.30,31,5.42,XL
143.30,32,5.67,XL
127.87,30,5.58,M
134.48,26,5.08,L
123.46,44,5.33,M
123.46,31,5.25,M
119.05,37,5.33,S
119.05,28,5.17,XXS
158.73,30,5.75,XXXL
134.48,25,5.25,M
224.87,42,5.58,XXXL
149.91,32,5.42,XL
108.03,30,5.42,XXS
108.03,60,5.25,XXS
143.30,21,5.42,XL
123.46,39,5.42,S
123.46,28,5.75,XXS
114.64,37,5.25,M
123.46,24,5.42,S
149.91,37,5.42,XL
127.87,30,5.58,M
149.91,36,5.83,XL
114.64,29,5.17,S
123.46,30,5.50,S
119.05,29,0.00,M
127.87,38,5.75,M
163.14,30,5.83,XXXL
134.48,36,5.58,XL
119.05,28,5.67,S
121.25,28,5.17,XXS
116.84,26,5.42,XXS
136.69,32,5.25,L
127.87,32,5.42,L
108.03,34,5.25,XXS
114.64,33,5.33,XXS
101.41,33,5.17,XXS
114.64,32,5.00,XXS
134.48,29,5.33,XXS
145.50,33,5.25,XXXL
198.42,29,5.83,XXXL
158.73,35,5.58,XL
119.05,35,5.08,S
154.32,25,5.67,XL
145.50,33,5.67,L
103.62,28,4.92,S
158.73,30,5.67,XXXL
123.46,38,5.42,M
163.14,30,5.58,L
149.91,34,5.25,XXXL
163.14,19,5.67,XL
127.87,36,5.17,S
127.87,28,5.25,L
134.48,33,5.67,XL
127.87,34,5.33,L
123.46,32,5.17,L
134.48,33,5.75,M
112.44,17,5.33,S
119.05,48,5.33,S
108.03,36,5.17,XXS
145.50,34,5.75,M
136.69,30,5.42,L
125.66,33,5.42,M
169.76,53,5.33,XXXL
147.71,29,5.33,L
132.28,40,5.42,L
136.69,30,5.58,S
127.87,28,5.58,M
123.46,34,5.33,M
149.91,24,4.75,XXXL
123.46,24,5.50,M
158.73,25,5.83,M
138.89,30,5.42,L
127.87,41,5.25,L
143.30,29,5.67,XL
156.53,33,5.83,XL
123.46,31,5.08,S
125.66,30,5.25,L
149.91,35,5.75,XL
138.89,29,5.67,L
127.87,27,5.42,M
149.91,28,5.58,XXXL
132.28,32,5.67,L
138.89,42,5.58,XL
114.64,36,5.33,S
114.64,35,5.50,S
127.87,39,5.50,M
108.03,27,5.42,S
116.84,33,5.58,S
105.82,39,5.08,M
143.30,23,5.42,XL
127.87,22,5.50,L
114.64,34,5.50,S
112.44,30,5.25,XXS
119.05,46,5.75,M
138.89,29,5.50,M
134.48,30,5.50,S
134.48,53,5.42,L
154.32,29,5.33,XL
123.46,22,5.33,M
114.64,33,5.42,XXS
108.03,58,5.17,M
123.46,38,5.00,M
127.87,27,5.33,L
136.69,39,5.50,L
119.05,27,5.25,M
149.91,27,5.17,XL
158.73,36,5.67,XXXL
123.46,47,5.17,L
143.30,51,5.50,XXXL
127.87,47,5.50,M
127.87,29,5.33,XXXL
108.03,22,5.33,XXS
158.73,37,5.58,L
123.46,48,5.58,M
121.25,33,5.33,M
108.03,42,5.00,S
114.64,42,5.50,S
116.84,27,5.17,M
114.64,51,5.42,XXS
138.89,29,5.67,M
138.89,27,5.25,XXXL
154.32,36,5.42,XL
154.32,33,5.58,L
145.50,45,5.92,XXXL
149.91,32,5.75,XXXL
154.32,59,5.67,XXXL
123.46,32,5.17,S
143.30,24,5.67,L
127.87,46,5.42,L
123.46,38,5.42,M
127.87,41,5.42,XXXL
114.64,34,5.50,XXS
103.62,34,5.25,XXS
119.05,54,5.08,M
158.73,29,5.50,XL
114.64,31,5.42,S
174.16,23,5.83,XXXL
103.62,30,5.08,S
119.05,34,5.25,S
119.05,34,5.58,S
127.87,42,5.42,M
108.03,28,5.25,XXS
